rollno,name,fname,course,city,dob,s1,s2,s3,s4,s5
400,Asif,Hamza,DS,ISL,1995-04-14,23,75,55,54,38
401,Asif,Asif,AI,,2008-08-14,52,73,56,93,72
402,Asif,Junaid,ML,ISL,2000-01-30,40,42,2,23,26
403,Hamza,Asif,DS,LHR,1990-08-03,18,13,42,33,94
404,Ali,Ali,ML,LHR,1967-08-26,38,81,18,52,27
405,Asif,Asif,Blockchain,LHR,1985-01-22,82,45,47,62,85
406,Ali,Ali,AI,KHI,1997-04-20,58,7,46,70,42
407,Junaid,Asif,AI,KHI,1974-01-24,58,38,65,26,76
408,Asif,Asif,DS,KHI,1956-02-25,47,98,80,49,34
409,Ali,Junaid,AI,ISL,1990-06-09,84,96,21,36,58
410,Asif,Ali,ML,KHI,1979-06-28,89,40,69,2,87
411,Hamza,Hamza,AI,,1985-05-03,49,89,45,3,77
412,Ali,Hamza,DS,,1960-09-02,40,3,32,52,78
413,Hamza,Ali,ML,,1985-08-06,23,3,80,61,90
414,Junaid,Asif,ML,ISL,1984-03-20,16,62,52,42,91
415,Junaid,Hamza,ML,ISL,2013-03-05,79,75,92,62,43
416,Hamza,Junaid,DS,LHR,1985-06-05,50,99,71,88,13
417,Asif,Ali,Blockchain,,1971-05-29,22,55,39,30,7
418,Hamza,Junaid,AI,ISL,1995-04-19,31,63,18,47,9
419,Asif,Asif,Blockchain,ISL,1996-08-27,25,10,96,96,52
420,Ali,Junaid,Blockchain,LHR,1993-07-27,45,43,78,11,41
421,Junaid,Asif,ML,,1987-09-22,77,16,84,59,91
422,Junaid,Hamza,AI,KHI,1996-03-08,99,4,55,37,4
423,Asif,Hamza,AI,KHI,1953-10-02,58,86,59,24,82
424,Asif,Asif,Blockchain,ISL,2014-02-05,27,14,97,71,19
425,Asif,Asif,ML,LHR,1968-10-01,63,23,90,36,44
426,Hamza,Ali,ML,KHI,1984-01-09,36,40,49,78,21
427,Hamza,Junaid,Blockchain,LHR,2006-09-25,89,66,41,83,46
428,Junaid,Ali,AI,,1997-01-02,25,86,52,14,11
429,Hamza,Hamza,ML,ISL,1950-10-12,25,47,38,82,11
430,Hamza,Junaid,Blockchain,ISL,1969-05-03,56,94,74,3,16
431,Asif,Hamza,Blockchain,,1995-03-23,62,53,47,61,45
432,Junaid,Ali,AI,,1974-02-14,51,61,13,5,92
433,Asif,Asif,AI,,1961-02-23,78,96,54,69,9
434,Junaid,Hamza,Blockchain,ISL,1970-10-30,86,7,41,47,73
435,Junaid,Asif,DS,LHR,2002-09-04,71,18,12,59,83
436,Asif,Ali,DS,ISL,1958-08-24,24,59,87,71,96
437,Asif,Hamza,Blockchain,,1974-08-06,16,54,47,67,70
438,Junaid,Ali,AI,KHI,1973-10-17,69,42,63,63,13
439,Ali,Ali,DS,,1993-06-08,67,99,67,19,39
440,Ali,Ali,DS,LHR,1951-09-26,96,13,97,68,58
441,Junaid,Ali,DS,,1958-04-15,69,85,25,92,53
442,Ali,Ali,DS,KHI,1985-03-07,90,32,35,26,30
443,Ali,Hamza,AI,,1975-01-03,82,36,61,29,6
444,Junaid,Hamza,ML,KHI,2008-02-17,35,31,47,24,2
445,Asif,Asif,AI,ISL,1959-11-28,67,54,25,3,26
446,Ali,Asif,Blockchain,,1955-01-05,35,13,73,2,61
447,Hamza,Ali,Blockchain,,2013-04-29,57,3,27,39,48
448,Junaid,Junaid,Blockchain,,1960-06-09,29,31,22,54,50
449,Ali,Asif,Blockchain,,1965-03-07,99,55,64,34,20
450,Ali,Ali,ML,KHI,1996-08-17,8,93,80,43,83
451,Hamza,Junaid,DS,,2009-09-11,85,57,66,29,79
452,Hamza,Asif,Blockchain,KHI,2006-06-17,10,78,37,40,50
453,Hamza,Hamza,DS,LHR,1990-02-06,89,60,93,50,68
454,Asif,Ali,ML,ISL,1984-11-19,25,23,22,29,16
455,Hamza,Hamza,Blockchain,ISL,2012-09-11,1,20,34,80,27
456,Asif,Hamza,DS,ISL,1964-08-11,89,89,13,85,9
457,Ali,Ali,DS,ISL,1987-03-23,44,29,60,78,93
458,Hamza,Hamza,ML,LHR,2004-11-18,44,68,84,77,1
459,Ali,Asif,DS,LHR,1959-04-02,38,2,73,43,87
460,Junaid,Asif,DS,ISL,1993-06-10,95,57,14,43,53
461,Junaid,Asif,ML,LHR,2001-09-24,82,26,52,49,51
462,Junaid,Junaid,AI,,1999-03-27,81,74,78,47,84
463,Asif,Ali,ML,LHR,1965-01-04,53,1,26,98,85
464,Ali,Asif,DS,ISL,1963-07-18,62,53,55,94,31
465,Ali,Hamza,DS,KHI,1989-07-11,74,90,27,86,98
466,Hamza,Ali,ML,KHI,2014-08-12,12,14,34,25,65
467,Hamza,Junaid,Blockchain,ISL,1975-02-23,16,93,80,21,50
468,Hamza,Hamza,DS,ISL,1994-05-23,56,61,50,91,31
469,Hamza,Asif,AI,,1991-03-20,30,56,2,99,19
470,Ali,Ali,AI,ISL,1970-07-13,77,88,77,34,75
471,Asif,Junaid,Blockchain,LHR,2002-04-06,60,97,84,5,74
472,Ali,Asif,AI,LHR,1963-08-30,11,98,82,41,99
473,Asif,Asif,DS,KHI,1950-11-10,79,92,28,53,30
474,Hamza,Asif,AI,KHI,1975-01-12,35,13,20,72,7
475,Junaid,Hamza,ML,,1956-04-06,25,29,53,66,16
476,Junaid,Hamza,ML,ISL,2006-09-24,13,78,38,9,16
477,Hamza,Asif,DS,ISL,1959-07-27,43,12,68,7,82
478,Ali,Ali,AI,KHI,1991-09-20,89,2,3,25,73
479,Junaid,Junaid,Blockchain,LHR,1991-04-08,42,4,72,14,78
480,Asif,Ali,AI,ISL,1987-01-03,79,90,37,90,43
481,Junaid,Junaid,AI,ISL,1972-10-24,68,52,42,93,7
482,Junaid,Ali,Blockchain,KHI,1998-04-01,24,87,14,76,3
483,Ali,Junaid,AI,,1992-01-05,21,85,74,18,36
484,Junaid,Junaid,AI,ISL,1980-09-09,24,93,80,89,5
485,Hamza,Ali,ML,,1989-11-04,12,94,52,38,50
486,Ali,Asif,ML,ISL,2014-01-07,72,76,24,46,12
487,Hamza,Ali,ML,LHR,1979-06-01,48,86,50,87,23
488,Ali,Hamza,DS,KHI,1970-07-11,26,44,48,68,96
489,Asif,Ali,ML,ISL,1954-07-19,81,1,57,14,19
490,Ali,Ali,DS,LHR,1956-08-11,54,96,82,82,5
491,Junaid,Junaid,AI,ISL,1964-05-19,32,83,73,50,55
492,Ali,Ali,ML,ISL,2012-11-09,77,15,17,44,22
493,Junaid,Junaid,ML,LHR,2013-07-05,68,26,36,42,59
494,Asif,Ali,AI,ISL,2007-03-11,73,54,41,69,25
495,Asif,Junaid,ML,,2000-10-18,30,40,52,55,90
496,Hamza,Asif,DS,KHI,1983-11-24,76,95,96,95,38
497,Hamza,Asif,DS,ISL,1950-11-20,43,6,48,25,95
498,Asif,Ali,AI,,1978-01-30,32,8,58,99,43
499,Asif,Asif,ML,KHI,1981-11-03,22,83,32,77,81
500,Hamza,Ali,Blockchain,ISL,1979-06-02,11,98,54,57,87
501,Asif,Ali,DS,KHI,2011-10-05,2,99,15,95,24
502,Asif,Junaid,Blockchain,KHI,1952-08-26,43,77,83,44,11
503,Hamza,Asif,AI,ISL,2001-01-19,69,54,36,80,53
504,Ali,Hamza,DS,LHR,1981-10-16,83,46,7,79,85
505,Junaid,Asif,Blockchain,ISL,2011-11-03,90,61,53,83,20
506,Ali,Hamza,ML,KHI,1955-09-12,98,3,66,29,25
507,Hamza,Ali,ML,ISL,1981-09-08,57,69,54,44,73
508,Junaid,Ali,Blockchain,ISL,2013-04-09,70,84,80,2,33
509,Ali,Hamza,ML,KHI,1977-10-21,94,70,64,3,71
510,Junaid,Junaid,AI,LHR,2001-06-15,36,40,66,16,49
511,Asif,Ali,AI,KHI,1956-11-15,95,46,87,10,7
512,Junaid,Junaid,DS,KHI,1985-05-22,83,59,63,29,18
513,Asif,Junaid,AI,,1969-05-13,99,97,86,62,43
514,Junaid,Ali,AI,ISL,2008-04-03,92,2,1,51,71
515,Hamza,Ali,AI,KHI,2002-09-13,18,49,98,20,72
516,Ali,Ali,ML,LHR,1999-07-20,43,20,84,42,16
517,Asif,Ali,AI,KHI,2011-02-12,77,38,47,65,28
518,Junaid,Ali,DS,LHR,2007-09-09,2,46,67,77,63
519,Junaid,Hamza,Blockchain,KHI,2002-04-29,13,85,28,33,23
520,Hamza,Junaid,AI,LHR,1996-03-28,80,50,88,83,29
521,Ali,Asif,DS,,1956-03-07,16,51,88,92,11
522,Junaid,Junaid,AI,ISL,1984-05-04,37,44,66,59,64
523,Junaid,Hamza,AI,LHR,1981-11-12,17,38,82,74,97
524,Hamza,Ali,DS,KHI,2002-09-30,94,80,60,99,2
525,Junaid,Ali,DS,ISL,1988-02-26,42,18,17,94,34
526,Junaid,Asif,Blockchain,,1978-05-14,41,80,91,82,31
527,Junaid,Junaid,ML,KHI,1955-11-23,60,62,48,63,17
528,Asif,Junaid,DS,LHR,1974-11-30,17,5,42,6,35
529,Asif,Asif,ML,LHR,1965-02-08,63,92,18,13,45
530,Ali,Asif,Blockchain,KHI,1996-08-16,88,68,38,8,9
531,Hamza,Ali,ML,LHR,1980-03-18,94,63,14,18,64
532,Junaid,Ali,DS,,1951-06-01,8,66,36,62,70
533,Hamza,Ali,ML,LHR,2011-05-18,17,22,61,57,97
534,Hamza,Ali,ML,LHR,1982-07-24,78,88,99,76,37
535,Ali,Hamza,ML,,1999-06-02,58,96,79,47,13
536,Ali,Ali,ML,LHR,1960-02-27,27,96,6,37,92
537,Ali,Asif,DS,KHI,1963-09-22,48,26,29,27,41
538,Asif,Junaid,DS,ISL,2003-04-30,97,90,68,56,96
539,Junaid,Asif,ML,KHI,1990-09-20,22,93,78,41,13
540,Ali,Ali,Blockchain,KHI,2012-04-26,83,66,76,18,66
541,Junaid,Asif,Blockchain,KHI,1979-04-04,82,53,15,72,9
542,Hamza,Hamza,AI,ISL,1958-01-28,55,7,27,60,9
543,Ali,Junaid,AI,KHI,1985-06-22,27,13,71,34,73
544,Ali,Junaid,DS,ISL,1963-10-03,68,12,43,37,12
545,Hamza,Hamza,AI,,1952-07-27,9,97,30,39,74
546,Asif,Ali,AI,LHR,1981-09-16,47,71,65,81,82
547,Asif,Junaid,DS,ISL,2003-04-06,16,32,61,76,9
548,Hamza,Ali,ML,ISL,1997-02-07,63,85,34,27,99
549,Junaid,Ali,DS,LHR,1988-09-12,69,65,79,45,83
550,Hamza,Asif,DS,,1959-06-06,93,16,71,79,8
551,Ali,Ali,AI,ISL,1986-10-06,54,50,85,62,30
552,Hamza,Junaid,DS,,1983-11-20,59,66,65,52,4
553,Asif,Junaid,Blockchain,ISL,1969-09-10,90,56,41,45,15
554,Asif,Junaid,Blockchain,KHI,1982-11-14,28,2,90,67,78
555,Asif,Ali,AI,ISL,1984-10-08,98,7,55,25,18
556,Junaid,Ali,ML,,1995-07-19,12,1,16,79,38
557,Asif,Junaid,ML,KHI,2008-01-24,4,26,86,44,13
558,Junaid,Junaid,Blockchain,KHI,1951-07-20,66,82,50,68,12
559,Ali,Junaid,Blockchain,LHR,1989-05-12,49,54,4,2,80
560,Ali,Asif,AI,LHR,1984-11-26,54,80,99,96,5
561,Junaid,Junaid,DS,ISL,1976-04-02,45,82,14,89,12
562,Junaid,Hamza,ML,KHI,1978-03-13,17,96,80,80,50
563,Junaid,Hamza,Blockchain,KHI,1984-09-02,50,7,38,59,19
564,Junaid,Hamza,ML,KHI,2002-10-06,92,75,72,72,94
565,Asif,Ali,Blockchain,ISL,1998-05-27,24,32,64,83,27
566,Junaid,Junaid,DS,KHI,1987-02-22,20,94,56,45,22
567,Ali,Junaid,AI,KHI,2012-09-22,40,96,14,7,72
568,Hamza,Asif,AI,,2013-06-23,79,90,34,19,71
569,Junaid,Ali,DS,LHR,2006-06-19,16,89,23,57,44
570,Ali,Hamza,Blockchain,,2010-03-03,46,2,57,21,69
571,Junaid,Asif,Blockchain,ISL,1980-02-02,5,58,90,70,69
572,Hamza,Junaid,Blockchain,KHI,2004-02-01,66,83,15,11,5
573,Asif,Junaid,AI,,1992-05-09,2,12,39,24,7
574,Ali,Junaid,AI,LHR,1960-05-04,2,69,10,38,57
575,Ali,Junaid,DS,,1999-01-17,86,95,7,14,84
576,Ali,Junaid,AI,KHI,2005-06-05,71,46,62,40,32
577,Junaid,Hamza,DS,,2007-09-18,77,23,68,74,30
578,Junaid,Hamza,AI,,1982-01-23,53,53,2,70,49
579,Ali,Asif,DS,ISL,1952-07-09,76,62,44,9,37
580,Hamza,Junaid,AI,KHI,1958-05-16,69,58,29,46,87
581,Asif,Junaid,ML,KHI,1981-07-28,12,35,38,85,43
582,Ali,Asif,ML,ISL,2007-04-19,58,83,20,40,95
583,Ali,Ali,ML,ISL,2014-07-03,27,10,91,89,31
584,Junaid,Hamza,ML,ISL,1990-05-09,67,21,1,93,21
585,Ali,Ali,DS,KHI,1962-06-14,86,5,88,39,29
586,Hamza,Ali,Blockchain,ISL,1978-11-29,9,29,62,27,39
587,Junaid,Junaid,AI,,1998-11-19,14,57,47,98,97
588,Junaid,Asif,AI,LHR,1972-10-17,88,1,60,29,52
589,Asif,Junaid,ML,ISL,1959-04-18,74,24,89,74,43
590,Junaid,Asif,DS,KHI,2002-07-19,61,75,66,12,55
591,Asif,Junaid,Blockchain,,1994-01-02,60,34,42,21,4
592,Junaid,Ali,ML,LHR,1970-07-18,48,86,90,95,88
593,Hamza,Ali,AI,,1953-08-02,25,93,28,21,29
594,Junaid,Asif,ML,,2014-04-13,24,18,52,67,60
595,Junaid,Junaid,Blockchain,ISL,1992-01-09,67,77,66,37,98
596,Junaid,Junaid,Blockchain,ISL,1958-10-27,59,84,94,61,80
597,Ali,Hamza,Blockchain,KHI,1958-07-30,6,89,27,9,74
598,Hamza,Ali,DS,KHI,1968-07-13,26,2,2,73,17
599,Junaid,Junaid,ML,,2007-11-03,29,88,78,51,65
600,Ali,Ali,Blockchain,KHI,1959-03-05,78,46,40,14,25
601,Junaid,Asif,AI,KHI,1997-08-28,66,38,3,95,65
602,Junaid,Hamza,DS,LHR,1950-11-25,26,25,86,71,13
603,Hamza,Ali,Blockchain,KHI,1965-11-15,72,34,53,69,83
604,Asif,Asif,Blockchain,ISL,1981-07-03,8,7,91,15,9
605,Asif,Junaid,Blockchain,ISL,1998-09-03,44,60,42,89,79
606,Ali,Ali,Blockchain,,1960-08-30,62,28,37,95,86
607,Ali,Ali,Blockchain,ISL,1987-09-30,67,68,74,9,71
608,Junaid,Junaid,DS,,1989-04-10,24,72,61,19,27
609,Hamza,Hamza,ML,ISL,2006-04-25,97,49,95,67,12
610,Asif,Junaid,DS,KHI,1979-02-13,49,80,28,71,82
611,Junaid,Asif,ML,KHI,1984-08-06,1,33,24,19,80
612,Ali,Asif,DS,ISL,1967-10-26,77,35,50,97,26
613,Hamza,Asif,AI,LHR,2004-10-01,17,32,14,98,15
614,Hamza,Asif,ML,LHR,1960-08-13,74,88,30,98,35
615,Asif,Hamza,DS,ISL,1966-01-14,89,69,82,61,76
616,Ali,Junaid,Blockchain,ISL,1986-05-28,8,65,76,5,72
617,Asif,Ali,AI,ISL,1978-05-19,67,51,83,2,58
618,Asif,Ali,DS,ISL,1977-07-08,1,23,99,59,90
619,Junaid,Junaid,DS,KHI,1984-05-25,13,68,54,98,52
620,Hamza,Hamza,DS,KHI,1999-04-05,2,42,44,78,6
621,Ali,Hamza,Blockchain,KHI,1989-10-13,25,14,59,92,77
622,Hamza,Asif,DS,KHI,1969-05-16,39,81,47,72,80
623,Junaid,Hamza,ML,ISL,1950-06-06,81,80,94,92,3
624,Ali,Hamza,ML,,2005-04-15,70,27,43,20,71
625,Junaid,Ali,ML,ISL,1963-08-05,28,20,78,44,22
626,Ali,Asif,Blockchain,LHR,1961-01-17,63,38,71,39,24
627,Ali,Junaid,AI,,2005-03-24,66,90,49,90,96
628,Asif,Hamza,Blockchain,KHI,1978-09-12,68,77,79,57,59
629,Asif,Asif,ML,,1972-08-21,75,69,22,43,90
630,Hamza,Asif,ML,,1974-11-09,37,75,71,26,13
631,Hamza,Junaid,AI,ISL,1951-11-12,4,85,35,42,99
632,Hamza,Hamza,DS,KHI,1962-02-02,81,8,25,98,64
633,Ali,Asif,ML,KHI,1958-09-19,49,52,13,25,72
634,Ali,Ali,AI,LHR,1985-03-03,44,68,45,31,16
635,Junaid,Junaid,Blockchain,LHR,2005-11-27,3,3,66,27,13
636,Asif,Asif,Blockchain,ISL,2003-04-01,56,20,51,75,82
637,Hamza,Asif,ML,LHR,1958-05-21,6,66,16,49,30
638,Asif,Junaid,AI,KHI,1975-02-23,80,49,57,70,14
639,Junaid,Asif,DS,,1976-06-10,26,50,56,71,61
640,Junaid,Ali,DS,,1977-03-28,19,76,3,10,6
641,Asif,Ali,DS,ISL,2004-10-23,48,50,38,32,53
642,Asif,Ali,DS,,1959-08-08,56,24,27,44,30
643,Ali,Ali,ML,KHI,1988-03-22,81,55,51,79,71
644,Hamza,Ali,DS,ISL,1987-02-04,46,14,45,59,93
645,Asif,Junaid,AI,,1959-05-21,66,77,19,63,17
646,Hamza,Junaid,ML,KHI,1980-03-16,42,20,51,33,88
647,Ali,Hamza,Blockchain,KHI,1952-10-01,31,99,63,21,11
648,Junaid,Junaid,AI,KHI,1961-10-19,29,1,22,19,3
649,Junaid,Asif,AI,ISL,1968-03-04,33,64,73,78,26
650,Hamza,Ali,ML,KHI,1998-04-26,92,53,84,22,31
651,Hamza,Ali,ML,,1958-10-30,58,86,14,29,98
652,Ali,Hamza,DS,KHI,1985-11-10,46,41,32,2,96
653,Asif,Asif,ML,ISL,1993-11-20,67,13,64,52,74
654,Ali,Asif,ML,LHR,1972-06-07,73,18,68,47,48
655,Junaid,Ali,AI,ISL,1990-04-10,50,94,61,39,28
656,Junaid,Hamza,DS,LHR,2010-04-05,20,97,6,41,67
657,Asif,Hamza,Blockchain,,1952-04-14,98,28,40,73,5
658,Asif,Junaid,AI,KHI,1991-10-11,94,93,83,54,11
659,Hamza,Hamza,DS,,1978-04-02,78,62,93,12,61
660,Ali,Asif,ML,ISL,2004-08-19,67,40,66,93,19
661,Hamza,Hamza,ML,LHR,1970-02-21,3,89,91,2,68
662,Asif,Asif,DS,KHI,1950-06-23,33,92,87,51,81
663,Asif,Ali,ML,,1964-07-16,35,39,17,7,26
664,Ali,Asif,DS,ISL,1958-06-07,53,76,24,13,95
665,Asif,Hamza,ML,ISL,2005-05-12,47,9,43,79,27
666,Ali,Junaid,ML,KHI,2012-02-06,89,22,1,56,72
667,Junaid,Junaid,AI,KHI,1968-06-19,32,54,38,20,44
668,Junaid,Hamza,Blockchain,,1976-03-30,81,60,66,17,69
669,Ali,Asif,DS,ISL,2003-08-27,2,5,74,50,63
670,Hamza,Junaid,AI,KHI,1953-08-18,96,81,36,66,20
671,Junaid,Asif,Blockchain,LHR,1992-07-08,8,27,16,87,65
672,Junaid,Ali,DS,KHI,1966-08-27,2,73,26,54,83
673,Hamza,Asif,AI,ISL,1964-09-01,25,95,90,79,92
674,Hamza,Asif,AI,KHI,1961-11-04,99,40,1,67,7
675,Hamza,Asif,ML,,1955-04-12,84,2,89,66,90
676,Asif,Asif,Blockchain,LHR,1955-06-27,23,13,1,81,52
677,Asif,Asif,Blockchain,,2013-11-29,62,45,65,67,11
678,Asif,Hamza,Blockchain,,1999-06-17,26,32,73,70,29
679,Ali,Hamza,Blockchain,ISL,1999-11-23,57,46,45,60,27
680,Ali,Asif,ML,,1990-06-19,69,75,82,45,3
681,Ali,Hamza,ML,,1990-09-22,64,56,97,43,35
682,Ali,Ali,Blockchain,ISL,1959-11-20,34,21,99,21,6
683,Asif,Junaid,Blockchain,,1982-02-08,22,19,11,26,46
684,Hamza,Ali,AI,,2003-05-11,24,52,60,62,77
685,Junaid,Hamza,ML,LHR,1950-10-25,56,77,33,15,15
686,Ali,Ali,ML,ISL,1986-11-19,70,75,95,3,50
687,Ali,Ali,DS,LHR,2003-02-14,59,52,82,20,79
688,Junaid,Hamza,ML,ISL,1990-05-12,97,84,12,33,78
689,Junaid,Hamza,DS,KHI,1972-05-07,78,45,84,67,33
690,Junaid,Ali,DS,ISL,1997-09-17,64,4,74,5,26
691,Ali,Ali,ML,ISL,1978-10-29,26,74,99,82,25
692,Hamza,Junaid,ML,ISL,1971-01-18,93,59,74,99,96
693,Hamza,Hamza,ML,LHR,2004-04-16,76,81,31,38,56
694,Ali,Ali,Blockchain,,1961-10-30,59,51,13,34,20
695,Ali,Ali,AI,LHR,1965-01-17,73,66,49,22,16
696,Hamza,Ali,Blockchain,KHI,2011-03-02,80,69,59,2,71
697,Junaid,Hamza,Blockchain,KHI,1950-03-27,59,57,91,51,89
698,Hamza,Ali,Blockchain,KHI,1974-08-11,60,44,22,25,38
699,Junaid,Hamza,AI,,1951-08-17,41,6,67,47,60
700,Hamza,Ali,AI,LHR,1969-09-06,4,19,13,66,43
701,Hamza,Asif,DS,LHR,2013-11-13,80,28,17,16,17
702,Junaid,Ali,AI,LHR,1964-05-03,47,26,33,96,30
703,Asif,Asif,Blockchain,,2000-09-29,93,78,51,96,54
704,Ali,Ali,AI,ISL,1993-01-06,45,70,77,99,70
705,Asif,Ali,DS,LHR,1981-02-26,17,55,16,76,48
706,Junaid,Asif,AI,ISL,2002-04-25,1,41,33,37,85
707,Ali,Ali,Blockchain,ISL,1975-09-06,19,95,63,73,66
708,Junaid,Junaid,DS,KHI,1986-07-27,46,36,39,94,27
709,Ali,Hamza,Blockchain,LHR,1998-05-21,42,55,36,7,53
710,Ali,Hamza,AI,,1956-05-28,29,36,56,1,15
711,Ali,Ali,Blockchain,,2013-07-15,54,44,83,44,35
712,Hamza,Hamza,ML,KHI,2005-08-13,31,5,58,15,70
713,Junaid,Ali,ML,KHI,1990-01-14,19,97,80,1,67
714,Asif,Hamza,ML,KHI,1978-09-21,11,99,71,44,72
715,Asif,Asif,DS,LHR,2002-01-06,26,81,77,52,1
716,Junaid,Ali,AI,ISL,1985-10-08,71,55,15,33,94
717,Hamza,Junaid,AI,ISL,1986-10-20,91,9,38,12,9
718,Junaid,Asif,Blockchain,KHI,1977-03-01,36,52,84,21,92
719,Asif,Ali,ML,LHR,1978-11-25,38,72,21,45,51
720,Hamza,Hamza,AI,,1977-04-23,9,51,99,52,21
721,Ali,Ali,AI,ISL,1974-08-28,64,34,81,19,16
722,Ali,Hamza,Blockchain,ISL,1995-04-19,46,82,56,68,40
723,Ali,Asif,Blockchain,,1969-08-20,68,64,71,59,43
724,Junaid,Junaid,DS,LHR,1967-06-08,47,38,73,65,36
725,Ali,Junaid,ML,KHI,1967-05-19,85,76,53,22,40
726,Hamza,Hamza,Blockchain,KHI,1972-06-09,57,62,57,1,66
727,Hamza,Hamza,Blockchain,ISL,1981-06-18,14,30,66,56,45
728,Asif,Hamza,Blockchain,,2010-06-25,18,17,73,18,58
729,Junaid,Hamza,ML,LHR,2014-10-29,36,29,63,56,42
730,Junaid,Ali,ML,ISL,1961-10-23,14,8,88,85,19
731,Hamza,Asif,DS,,2001-05-01,83,18,10,53,37
732,Ali,Asif,Blockchain,ISL,1975-05-02,2,66,13,8,32
733,Asif,Ali,ML,,1981-11-24,70,14,91,8,24
734,Ali,Ali,ML,KHI,1975-09-29,12,73,66,75,10
735,Asif,Junaid,Blockchain,,2005-07-28,31,79,75,5,87
736,Ali,Asif,Blockchain,,1952-02-03,3,27,84,16,46
737,Asif,Asif,Blockchain,LHR,1988-09-03,70,58,61,22,71
738,Junaid,Asif,ML,LHR,2003-03-14,79,65,67,63,51
739,Junaid,Ali,ML,LHR,1974-07-03,98,69,62,54,54
740,Hamza,Ali,AI,ISL,1952-01-26,32,92,7,12,17
741,Hamza,Hamza,AI,ISL,1984-06-26,78,78,65,60,21
742,Asif,Junaid,Blockchain,ISL,1973-09-05,10,89,71,46,79
743,Hamza,Asif,Blockchain,LHR,1954-08-26,21,35,28,12,26
744,Hamza,Asif,AI,LHR,1984-05-23,95,18,73,53,62
745,Hamza,Hamza,AI,KHI,1995-01-28,85,37,8,74,12
746,Ali,Ali,DS,KHI,1972-09-29,77,6,87,40,43
747,Hamza,Junaid,DS,,2002-09-13,80,4,27,65,82
748,Hamza,Hamza,DS,,1996-11-26,85,12,82,98,91
749,Hamza,Ali,AI,,1978-10-30,80,26,21,10,19
750,Ali,Ali,Blockchain,,1982-06-14,92,68,98,28,24
751,Asif,Hamza,DS,ISL,1994-05-19,31,4,58,26,59
752,Ali,Hamza,DS,,2013-05-22,19,69,71,55,78
753,Asif,Hamza,Blockchain,LHR,1962-07-28,35,44,16,4,17
754,Hamza,Hamza,Blockchain,KHI,1989-10-02,93,17,12,78,17
755,Asif,Hamza,Blockchain,,1998-04-12,69,41,68,43,69
756,Asif,Junaid,ML,,1993-07-05,78,12,25,59,4
757,Asif,Asif,DS,LHR,1954-04-11,43,41,28,4,64
758,Hamza,Junaid,Blockchain,KHI,2002-03-11,66,29,6,78,66
759,Ali,Junaid,DS,KHI,2000-08-11,12,7,49,85,60
760,Ali,Junaid,DS,,1965-07-13,66,31,71,36,27
761,Hamza,Junaid,ML,,1992-01-29,55,93,21,44,40
762,Junaid,Junaid,ML,,2014-01-16,2,65,63,12,96
763,Hamza,Asif,ML,LHR,1982-08-27,12,49,67,28,87
764,Hamza,Hamza,AI,ISL,1971-08-03,55,8,78,68,89
765,Asif,Ali,Blockchain,,1997-09-18,64,27,5,50,44
766,Junaid,Hamza,ML,LHR,1964-11-06,29,47,50,4,84
767,Hamza,Hamza,ML,,1965-10-22,78,24,34,60,39
768,Hamza,Hamza,DS,LHR,1977-03-15,74,96,32,25,49
769,Ali,Ali,Blockchain,,1980-09-22,45,4,14,26,39
770,Hamza,Hamza,ML,ISL,1984-06-26,25,58,58,54,96
771,Junaid,Junaid,ML,,1985-07-08,53,39,13,29,28
772,Asif,Hamza,Blockchain,LHR,1964-08-12,89,70,24,27,86
773,Hamza,Ali,AI,ISL,2009-11-29,29,66,9,78,53
774,Junaid,Hamza,AI,,1999-10-02,12,91,96,52,95
775,Junaid,Ali,ML,LHR,1985-08-12,11,4,97,68,88
776,Junaid,Hamza,DS,KHI,2010-11-04,62,6,36,82,24
777,Hamza,Asif,ML,,1964-08-25,30,26,29,36,91
778,Hamza,Junaid,AI,ISL,1950-10-13,56,80,11,44,14
779,Asif,Asif,AI,,2006-09-16,59,42,40,30,23
780,Hamza,Junaid,AI,,1973-02-02,69,4,43,85,77
781,Asif,Ali,DS,LHR,1991-07-07,57,77,66,22,17
782,Ali,Asif,Blockchain,KHI,1960-04-10,56,18,13,94,5
783,Asif,Asif,Blockchain,KHI,1958-01-29,9,99,27,45,83
784,Ali,Asif,Blockchain,ISL,1967-01-28,15,14,95,38,36
785,Hamza,Asif,Blockchain,ISL,1985-08-24,2,64,47,40,69
786,Junaid,Junaid,ML,KHI,1993-07-15,7,73,14,30,98
787,Ali,Asif,ML,LHR,1951-10-01,45,89,21,17,34
788,Junaid,Ali,DS,ISL,1968-10-17,41,10,1,10,76
789,Asif,Hamza,ML,LHR,1967-02-23,74,26,18,10,87
790,Junaid,Junaid,AI,ISL,1963-01-12,71,55,67,4,22
791,Junaid,Ali,DS,LHR,1999-06-18,32,78,78,31,83
792,Hamza,Ali,ML,,1952-08-14,98,84,3,87,9
793,Ali,Junaid,ML,LHR,1971-01-23,21,13,4,55,25
794,Hamza,Hamza,Blockchain,ISL,1953-08-25,31,30,49,75,53
795,Asif,Asif,ML,ISL,1985-06-19,99,92,12,83,13
796,Asif,Ali,ML,,1956-08-04,2,67,49,37,59
797,Junaid,Ali,Blockchain,LHR,1967-01-18,60,47,20,24,65
798,Hamza,Asif,Blockchain,ISL,1969-09-22,53,91,57,94,17
